Date/Time,Avg. Temp Deg. C,Avg. Windspeed (mps),Wind Direction (deg) ,Avg. Rel. Humid (%),Atmos Press (mb),Avg. Solar Rad. (W) ,Daily Rain (mm)
1/2/19 5:30,-5.584,0.835,12.53,84.4,1024,0,0
1/2/19 5:40,-5.646,0.834,2.389,84.5,1024,0,0
1/2/19 5:50,-5.779,0.531,345.2,84.3,1025,0,0
1/2/19 6:00,-5.926,0.507,347.6,85,1025,0,0
1/2/19 6:10,-6.229,0.296,326.8,85.1,1025,0,0
1/2/19 6:20,-6.304,1.024,340.3,87.1,1025,0,0
1/2/19 6:30,-5.963,1.528,352.8,88.1,1026,0,0
1/2/19 6:40,-5.765,1.702,355,86.9,1026,0,0
1/2/19 6:50,-5.677,1.638,352.8,87.3,1026,0,0
1/2/19 7:00,-5.558,1.61,350.1,85.9,1026,0,0
1/2/19 7:10,-5.446,1.42,357.8,84.3,1026,0,0
1/2/19 7:20,-5.363,1.584,356.3,83.9,1026,0.004,0
1/2/19 7:30,-5.488,1.031,359.8,81.2,1026,0.619,0
1/2/19 7:40,-5.653,1.015,357.6,82.7,1026,6.801,0
1/2/19 7:50,-5.618,0.941,32.54,83.5,1026,21.12,0
1/2/19 8:00,-4.948,0.757,9.8,82,1026,48.94,0
1/2/19 8:10,-4.027,1.16,355.1,81.8,1026,65.6,0
1/2/19 8:20,-3.788,1.161,360,76.98,1027,79.1,0
1/2/19 8:30,-3.547,1.096,355.3,77.05,1027,101.5,0
1/2/19 8:40,-3.139,0.64,359.4,70.59,1027,136.8,0
1/2/19 8:50,-2.094,0.54,359.9,66.76,1027,177.2,0
1/2/19 9:00,-1.521,0.628,346.8,63.05,1027,191.8,0
1/2/19 9:10,-0.99,0.378,42.84,61.79,1027,199.3,0
1/2/19 9:20,-0.984,0.809,33.28,66.68,1027,197.2,0
1/2/19 9:30,-1.337,0.711,22.94,73.33,1027,247.7,0
1/2/19 9:40,-0.588,0.367,12.8,65.42,1027,301.1,0
1/2/19 9:50,0.143,0.613,8.15,60.33,1027,316.3,0
1/2/19 10:00,0.705,0.169,131.4,50.81,1027,345.5,0
1/2/19 10:10,1.072,0.259,208.9,48.96,1027,330.1,0
1/2/19 10:20,0.976,0.825,106,53.51,1027,347.9,0
1/2/19 10:30,0.086,0.85,137.5,55.95,1027,346.7,0
1/2/19 10:40,0.487,0.779,57.84,57.29,1027,365.3,0
1/2/19 10:50,0.912,0.605,37.31,55.8,1027,346,0
1/2/19 11:00,1.325,0.275,42.79,51.43,1026,350.3,0
1/2/19 11:10,1.846,0.594,76.15,49.92,1026,337.4,0
1/2/19 11:20,1.253,1.092,168.1,55.34,1026,357,0
1/2/19 11:30,0.284,1.241,151.8,57.88,1026,330.8,0
1/2/19 11:40,0.091,1.44,172.6,56.96,1026,360.9,0
1/2/19 11:50,-0.11,1.747,160.3,57.49,1026,348,0
1/2/19 12:00,-0.201,2.079,151.5,58.43,1026,354.6,0
1/2/19 12:10,0.067,1.125,105,56.55,1026,386.3,0
1/2/19 12:20,0.959,0.899,99.7,52.46,1026,309.5,0
1/2/19 12:30,0.903,0.952,124.1,51.75,1026,360,0
1/2/19 12:40,0.955,1.746,141.6,48.96,1026,403.8,0
1/2/19 12:50,0.296,1.595,163.2,50.14,1026,340.9,0
1/2/19 13:00,0.285,1.992,147.7,51.3,1026,306.1,0
1/2/19 13:10,-0.346,1.523,142.6,52.78,1025,264.9,0
1/2/19 13:20,-0.392,1.752,152.6,53.43,1025,310.5,0
1/2/19 13:30,-0.349,1.578,140.2,52.93,1025,293.1,0
1/2/19 13:40,-0.419,1.964,161.4,54.25,1025,291.6,0
1/2/19 13:50,-0.265,1.471,164.1,54.38,1025,308.7,0
1/2/19 14:00,0.072,1.502,175.1,52.99,1025,317,0
1/2/19 14:10,0.108,1.823,164.9,50.82,1025,294.4,0
1/2/19 14:20,0.047,0.947,115.3,48.15,1025,228.3,0
1/2/19 14:30,-0.07,1.272,134.4,47.66,1025,187.2,0
1/2/19 14:40,-0.458,1.508,148.9,50.09,1025,163.8,0
1/2/19 14:50,-0.54,1.213,151.4,49.79,1025,147.9,0
1/2/19 15:00,-0.755,1.56,165.1,50.27,1025,122.2,0
1/2/19 15:10,-0.964,1.625,153.9,51.03,1025,111.6,0
1/2/19 15:20,-1.035,1.867,148,51.4,1025,113.6,0
1/2/19 15:30,-0.971,1.769,151.5,50.93,1025,103.4,0
1/2/19 15:40,-1.061,1.437,155.8,49.72,1025,74.01,0
1/2/19 15:50,-1.29,1.675,152.3,48.19,1024,56.54,0
1/2/19 16:00,-1.511,1.926,155.3,45.45,1024,37.51,0
1/2/19 16:10,-1.717,1.651,154.7,44.98,1024,24.52,0
1/2/19 16:20,-1.879,1.743,159.4,45.12,1024,12,0
1/2/19 16:30,-2.112,1.257,168.2,45.64,1024,3.118,0
1/2/19 16:40,-2.331,1.179,175.2,47.75,1024,0,0
1/2/19 16:50,-2.5,0.954,178.9,49.36,1024,0,0
1/2/19 17:00,-2.708,0.794,160.2,50.6,1024,0,0
1/2/19 17:10,-2.99,0.291,173.2,51.38,1023,0,0
1/2/19 17:20,-3.174,0.977,229.2,52.61,1024,0,0
1/2/19 17:30,-3.022,1.476,215.5,53.68,1024,0,0
1/2/19 17:40,-2.892,1.19,223.6,53.13,1024,0,0
1/2/19 17:50,-3.071,0.923,221.6,55.1,1024,0,0
1/2/19 18:00,-3.178,1.118,216.4,54.65,1024,0,0
1/2/19 18:10,-3.244,0.694,215.6,53.66,1024,0,0
1/2/19 18:20,-3.356,0.634,209.4,53.55,1024,0,0
1/2/19 18:30,-3.47,0.509,192,53.61,1023,0,0
1/2/19 18:40,-3.632,0.512,228.1,53.53,1023,0,0
1/2/19 18:50,-3.659,0.744,221.9,55.55,1024,0,0
1/2/19 19:00,-3.524,0.779,221.9,53.18,1023,0,0
1/2/19 19:10,-3.363,1.168,213.9,53.67,1023,0,0
1/2/19 19:20,-3.158,0.945,198.2,51.89,1023,0,0
1/2/19 19:30,-3.124,1.043,209.1,51.44,1023,0,0
1/2/19 19:40,-3.119,1.022,211.9,52.29,1023,0,0
1/2/19 19:50,-3.101,1.145,213.3,53,1023,0,0
1/2/19 20:00,-3.034,0.979,204.7,52.09,1023,0,0
1/2/19 20:10,-2.971,0.994,202.2,50.42,1022,0,0
1/2/19 20:20,-2.959,1.275,205.5,50.04,1022,0,0
1/2/19 20:30,-2.91,1.244,193.1,49.38,1022,0,0
1/2/19 20:40,-2.898,1.604,178.8,50.26,1022,0,0
1/2/19 20:50,-3.042,1.448,164.7,53.08,1021,0,0
1/2/19 21:00,-3.146,1.696,158.3,53.49,1021,0,0
1/2/19 21:10,-3.223,1.979,165.2,52.91,1021,0,0
1/2/19 21:20,-3.232,1.48,177.7,52.8,1021,0,0
1/2/19 21:30,-3.114,1.201,180.8,53.41,1021,0,0
1/2/19 21:40,-3.072,1.029,196.9,53.37,1021,0,0
1/2/19 21:50,-2.989,1.043,217.3,53.14,1021,0,0
1/2/19 22:00,-2.985,1.443,235.4,54.32,1021,0,0
1/2/19 22:10,-2.999,1.778,229.3,53.92,1021,0,0
1/2/19 22:20,-2.929,1.939,219.7,55.63,1021,0,0
1/2/19 22:30,-2.855,1.604,223.1,56.1,1021,0,0
1/2/19 22:40,-2.804,1.545,209.4,56.39,1021,0,0
1/2/19 22:50,-2.724,1.605,205.6,56.74,1021,0,0
1/2/19 23:00,-2.582,1.497,200.6,57.11,1021,0,0
1/2/19 23:10,-2.451,1.602,202.6,57.59,1021,0,0
1/2/19 23:20,-2.41,1.338,183.6,58.07,1021,0,0
1/2/19 23:30,-2.413,1.617,171,59.55,1020,0,0
1/2/19 23:40,-2.48,1.61,175.1,60.3,1020,0,0
1/2/19 23:50,-2.533,2.074,177.8,60.79,1020,0,0
1/3/19 0:00,-2.443,2.753,169.8,61.29,1019,0,0
1/3/19 0:10,-2.447,2.852,167.2,61.04,1019,0,0
1/3/19 0:20,-2.57,2.876,162.9,61.78,1018,0,0
1/3/19 0:30,-2.742,2.453,168.3,61.54,1018,0,0
1/3/19 0:40,-2.811,2.517,172.1,63.01,1018,0,0
1/3/19 0:50,-2.835,1.591,188.5,63.25,1018,0,0
1/3/19 1:00,-2.804,1.458,199.6,63.39,1018,0,0
1/3/19 1:10,-2.701,1.419,199.2,63.25,1018,0,0
1/3/19 1:20,-2.613,2.042,200,63.56,1018,0,0
1/3/19 1:30,-2.56,2.084,201.2,63.68,1017,0,0
1/3/19 1:40,-2.585,2.191,211.2,65.63,1017,0,0
1/3/19 1:50,-2.66,2.393,212.8,68.98,1017,0,0
1/3/19 2:00,-2.758,2.521,217.4,71.46,1017,0,0
1/3/19 2:10,-2.766,2.596,205.1,73.25,1017,0,0
1/3/19 2:20,-2.605,3,206.7,72.12,1017,0,0
1/3/19 2:30,-2.395,2.709,206.3,70.55,1017,0,0
1/3/19 2:40,-2.264,2.845,205.6,69.24,1016,0,0
1/3/19 2:50,-2.155,2.727,199.7,68.42,1016,0,0
1/3/19 3:00,-2.031,2.514,195.2,69.02,1015,0,0
1/3/19 3:10,-1.974,2.45,198.6,70.86,1015,0,0
1/3/19 3:20,-1.967,2.58,200.2,74.1,1014,0,0
1/3/19 3:30,-1.974,2.311,205.1,75.51,1014,0,0
1/3/19 3:40,-1.989,2.363,206.8,77.73,1014,0,0
1/3/19 3:50,-2.046,2.224,207.5,80.4,1014,0,0
1/3/19 4:00,-2.128,2.131,197.1,84.1,1013,0,0
1/3/19 4:10,-2.147,2.138,204.1,86.6,1013,0.047,0
1/3/19 4:20,-2.063,2.107,205.1,87.4,1013,0.023,0
1/3/19 4:30,-1.971,2.463,207.9,86.8,1012,0,0
1/3/19 4:40,-1.929,2.242,210.9,86.8,1012,0,0
1/3/19 4:50,-1.915,1.242,225.2,87.2,1012,0,0
1/3/19 5:00,-1.95,1.329,221.7,88.5,1012,0,0
1/3/19 5:10,-2.053,1.741,203.1,92.8,1012,0.003,0
1/3/19 5:20,-2.055,1.717,200,98.9,1012,0.186,0
1/3/19 5:30,-2.017,1.234,200.5,100,1012,0.242,0
1/3/19 5:40,-1.962,1.212,200,100,1012,0.301,0
1/3/19 5:50,-1.912,1.225,212.6,100,1011,0.2,0
1/3/19 6:00,-1.862,1.178,200.3,100,1011,0.192,0
1/3/19 6:10,-1.83,1.139,200.2,100,1011,0.097,0.254
1/3/19 6:20,-1.803,1.302,200.9,100,1011,0.158,0
1/3/19 6:30,-1.754,1.02,236.2,100,1011,0.206,0
1/3/19 6:40,-1.661,1.167,242.2,100,1011,0.21,0
1/3/19 6:50,-1.524,1.769,209.3,100,1011,0.203,0
1/3/19 7:00,-1.377,1.726,207.6,100,1011,0.093,0.254
1/3/19 7:10,-1.334,1.354,220.8,100,1011,0.062,0
1/3/19 7:20,-1.235,1.21,191.3,100,1011,0.648,0
1/3/19 7:30,-1.22,0.991,181.1,100,1011,1.601,0
1/3/19 7:40,-1.165,1.124,168.4,100,1011,3.025,0
1/3/19 7:50,-1.291,1.038,127.3,100,1012,4.877,0
1/3/19 8:00,-1.444,0.706,127.4,100,1011,8.18,0
1/3/19 8:10,-1.455,0.192,157.4,100,1012,26.36,0
1/3/19 8:20,-1.336,0.505,207.5,100,1012,35.36,0
1/3/19 8:30,-1.208,0.705,264.6,100,1012,98.7,0
1/3/19 8:40,-0.548,1.237,249.3,100,1012,153.9,0
1/3/19 8:50,0.266,1.151,232.2,100,1012,145.9,0
1/3/19 9:00,0.461,1.119,219.2,100,1012,163.1,0
1/3/19 9:10,1.157,0.904,209.3,100,1012,259.6,0
1/3/19 9:20,2.094,0.405,197.3,100,1012,182.1,0
1/3/19 9:30,1.556,0.429,224.8,100,1012,151.2,0
1/3/19 9:40,1.972,0.917,268.9,100,1012,233.7,0
1/3/19 9:50,2.906,1.365,278.9,100,1012,289.6,0
1/3/19 10:00,3.287,2.311,288.1,100,1012,315.2,0
1/3/19 10:10,3.855,2.002,288,100,1012,387.3,0
1/3/19 10:20,4.6,2.537,287.4,100,1012,403.3,0
1/3/19 10:30,4.914,1.878,291,100,1012,441.9,0
1/3/19 10:40,5.208,3.1,294.2,94.5,1012,431.6,0
1/3/19 10:50,4.55,3.322,294.2,86.1,1012,347.2,0
1/3/19 11:00,3.884,3.588,305,82.8,1012,203.8,0
1/3/19 11:10,3.65,3.156,289.8,80,1012,363.1,0
1/3/19 11:20,4.268,3.529,286.6,76.75,1012,532.6,0
1/3/19 11:30,4.865,4.231,299.7,73.7,1011,535.5,0
1/3/19 11:40,4.666,3.914,298.3,70.6,1011,346.1,0
1/3/19 11:50,4.142,3.819,301.5,71.68,1011,260.7,0
1/3/19 12:00,3.439,2.497,299.9,71.51,1011,129,0
1/3/19 12:10,3.093,1.326,273,73.79,1011,139.7,0
1/3/19 12:20,3.378,2.128,261.1,73.94,1012,311.4,0
1/3/19 12:30,4.476,2.929,287.7,70.88,1011,528.1,0
1/3/19 12:40,5.143,3.305,301,69.18,1011,493.6,0
1/3/19 12:50,5.294,3.542,308.5,68.5,1011,440.7,0
1/3/19 13:00,4.867,3.383,311,64.23,1011,240.6,0
1/3/19 13:10,4.465,3.691,304.7,65.06,1011,325.1,0
1/3/19 13:20,4.482,3.317,311.2,63.17,1011,405.8,0
1/3/19 13:30,4.96,3.373,307.4,64.2,1011,417.8,0
1/3/19 13:40,4.536,2.776,306.6,62.23,1011,173,0
1/3/19 13:50,3.745,1.781,301.7,63.12,1011,197.7,0
1/3/19 14:00,4.15,1.959,295.3,65.79,1012,189.3,0
1/3/19 14:10,4.407,1.285,323.8,63.52,1012,348.2,0
1/3/19 14:20,6.302,1.203,316.5,54.62,1012,374.2,0
1/3/19 14:30,5.931,2.796,318.2,57.86,1012,377.2,0
1/3/19 14:40,5.377,2.449,327.2,60.26,1012,345.8,0
1/3/19 14:50,5.314,2.312,320.8,57.69,1012,319.7,0
1/3/19 15:00,5.702,1.047,317,55,1012,272.6,0
1/3/19 15:10,5.199,1.229,322.8,55.33,1012,108.1,0
1/3/19 15:20,3.417,1.347,351.2,57.64,1012,63.61,0
1/3/19 15:30,2.65,2.16,319,61.03,1013,65.67,0
1/3/19 15:40,2.309,0.776,336.6,59.02,1013,46.36,0
1/3/19 15:50,2.12,1.399,322.2,61.65,1013,30.59,0
1/3/19 16:00,1.955,1.668,321.5,65.41,1013,19.9,0
1/3/19 16:10,1.872,1.699,322.4,64.31,1013,11.3,0
1/3/19 16:20,1.786,1.441,324.5,65.55,1013,5.316,0
1/3/19 16:30,1.739,1.774,328.1,69.53,1014,1.926,0
1/3/19 16:40,1.665,1.303,325,69.06,1013,0.67,0
1/3/19 16:50,1.548,1.029,329.6,67.32,1013,0,0
1/3/19 17:00,1.437,0.684,329.1,67.16,1013,0,0
1/3/19 17:10,1.305,0.658,325.7,67.59,1013,0,0
1/3/19 17:20,1.28,0.953,309.4,69.87,1013,0,0
1/3/19 17:30,1.257,1.057,303.8,68.7,1014,0,0
1/3/19 17:40,1.248,1.026,289.2,68.2,1014,0,0
1/3/19 17:50,1.134,0.411,269.4,65.8,1014,0,0
1/3/19 18:00,1.066,0.156,296.9,65.8,1014,0,0
1/3/19 18:10,1.052,0.699,327.6,72.82,1014,0,0
1/3/19 18:20,1.073,0.332,301.4,66.45,1014,0,0
1/3/19 18:30,1.022,0.874,280.9,66.67,1014,0,0
1/3/19 18:40,1.06,1.601,283.8,71.05,1014,0,0
1/3/19 18:50,1.021,1.075,280.1,69.92,1014,0,0
1/3/19 19:00,0.967,1.329,280.4,70.32,1014,0,0
1/3/19 19:10,1.023,2.023,299.5,69.32,1015,0,0
1/3/19 19:20,1.02,1.231,290.2,68.51,1015,0,0
1/3/19 19:30,1.012,2.272,293.2,68.72,1015,0,0
1/3/19 19:40,1.048,1.883,289.6,66.45,1015,0,0
